GrLivArea,TotalBsmtSF,GarageCars,SalePrice
1646.0,918.0,1.0,164000
1445.0,1127.0,2.0,158000
1779.0,1763.0,2.0,170000
1040.0,1040.0,1.0,127000
1026.0,940.0,2.0,147000
1481.0,702.0,2.0,174000
1370.0,1090.0,2.0,152000
2654.0,1054.0,2.0,250000
1426.0,912.0,1.0,189950
1039.0,1039.0,2.0,131500
1097.0,1040.0,2.0,152000
1148.0,1148.0,1.0,132500
1372.0,1372.0,2.0,250580
1002.0,1002.0,2.0,148500
1646.0,1638.0,3.0,248900
1120.0,1040.0,2.0,129000
2320.0,0.0,2.0,169000
1949.0,1050.0,2.0,236000
894.0,894.0,1.0,109500
1682.0,804.0,2.0,200500
910.0,105.0,2.0,116000
1268.0,832.0,1.0,133000
1131.0,676.0,1.0,66500
2610.0,1184.0,2.0,303477
1040.0,1064.0,2.0,132250
2224.0,1462.0,3.0,350000
1155.0,1109.0,2.0,148000
864.0,864.0,1.0,136500
1090.0,1090.0,2.0,157000
1717.0,1156.0,2.0,187500
1593.0,808.0,2.0,178000
2230.0,795.0,1.0,118500
892.0,892.0,1.0,100000
1709.0,1698.0,2.0,328900
1712.0,1626.0,2.0,145000
1393.0,816.0,1.0,135500
2217.0,2217.0,2.0,268000
1505.0,1505.0,2.0,149500
924.0,672.0,2.0,122900
1683.0,918.0,2.0,172500
1068.0,1059.0,1.0,154500
1383.0,1383.0,1.0,165000
1535.0,0.0,2.0,118858
1796.0,780.0,2.0,140000
951.0,951.0,1.0,106500
2240.0,0.0,2.0,142953
2364.0,2330.0,3.0,611657
1236.0,912.0,1.0,135000
858.0,858.0,1.0,110000
1306.0,992.0,1.0,153000
1509.0,783.0,2.0,180000
1670.0,1670.0,3.0,240000
902.0,876.0,1.0,125500
1063.0,1056.0,1.0,128000
1636.0,1623.0,3.0,255000
2057.0,1017.0,1.0,250000
902.0,864.0,2.0,131000
1484.0,742.0,2.0,174000
2274.0,1105.0,2.0,154300
1268.0,1268.0,1.0,143500
1015.0,768.0,1.0,88000
2002.0,1001.0,3.0,145000
1224.0,612.0,2.0,173733
1092.0,546.0,1.0,75000
480.0,480.0,1.0,35311
1229.0,1134.0,1.0,135000
2127.0,1104.0,3.0,238000
1414.0,1184.0,2.0,176500
1721.0,928.0,2.0,201000
2200.0,1272.0,0.0,145900
1316.0,1316.0,2.0,169990
1617.0,1604.0,2.0,193000
1686.0,1686.0,2.0,207500
1126.0,1126.0,2.0,175000
2374.0,1181.0,3.0,285000
1978.0,832.0,2.0,176000
1788.0,1753.0,2.0,236500
2236.0,964.0,2.0,222000
1466.0,1466.0,3.0,201000
925.0,925.0,1.0,117500
1905.0,1905.0,3.0,320000
1500.0,1500.0,2.0,190000
2069.0,585.0,2.0,242000
747.0,600.0,2.0,79900
1200.0,1176.0,2.0,184900
1971.0,1113.0,2.0,253000
1962.0,1391.0,3.0,239799
2403.0,1032.0,1.0,244400
1728.0,1728.0,2.0,150900
2060.0,992.0,2.0,214000
1440.0,1440.0,0.0,150000
1632.0,1632.0,2.0,143000
1344.0,819.0,2.0,137500
1869.0,1088.0,2.0,124900
1144.0,1144.0,1.0,143000
1629.0,1616.0,3.0,270000
1776.0,936.0,2.0,192500
1381.0,1161.0,2.0,197500
864.0,864.0,2.0,129000
965.0,828.0,1.0,119900
768.0,768.0,1.0,133900
1968.0,784.0,2.0,172000
980.0,945.0,0.0,127500
1958.0,979.0,2.0,145000
1229.0,561.0,2.0,124000
1057.0,1057.0,2.0,132000
1337.0,1337.0,2.0,185000
1416.0,696.0,2.0,155000
858.0,858.0,0.0,116500
2872.0,1330.0,2.0,272000
1548.0,804.0,2.0,155000
1800.0,1800.0,2.0,239000
1894.0,817.0,2.0,214900
1484.0,783.0,2.0,178900
1308.0,728.0,1.0,160000
1098.0,1098.0,1.0,135000
968.0,600.0,0.0,37900
1095.0,588.0,1.0,140000
1192.0,720.0,0.0,135000
1626.0,764.0,2.0,173000
918.0,918.0,1.0,99500
1428.0,1428.0,2.0,182000
2019.0,728.0,2.0,167500
1382.0,673.0,2.0,165000
869.0,440.0,0.0,85500
1241.0,1241.0,2.0,199900
894.0,894.0,2.0,110000
1121.0,1121.0,2.0,139000
999.0,944.0,2.0,178400
2612.0,1225.0,3.0,336000
1266.0,1266.0,2.0,159895
2290.0,1128.0,2.0,255900
1734.0,0.0,2.0,126000
1164.0,1164.0,1.0,125000
1635.0,485.0,1.0,117000
1940.0,1930.0,3.0,395192
2030.0,848.0,2.0,195000
1576.0,770.0,2.0,197000
2392.0,1396.0,3.0,348000
1742.0,916.0,2.0,168000
1851.0,822.0,2.0,187000
1500.0,750.0,2.0,173900
1718.0,1700.0,3.0,337500
1230.0,747.0,1.0,121600
1050.0,1050.0,1.0,136500
1442.0,1442.0,2.0,185000
1077.0,1007.0,1.0,91000
1208.0,1187.0,2.0,206000
